sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Bosnian,ethnicity_Roma,ethnicity_Serb,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2
4.749662010760305,Serb,richest,0.8734274740559375,3.0,1.0,0,0,1,0,0,0,0,1,5.0,23.748310053801525,0.0,0.0,0.0023741282220444524
0.40742373269515825,Serb,richer,0.6767032900666166,3.0,1.0,0,0,1,0,0,0,1,0,4.0,1.629694930780633,0.0,0.0,7.821996561779245e-05
0.32949176694756127,Serb,richest,0.8422914881814336,4.0,1.0,0,0,1,0,0,0,0,1,5.0,1.6474588347378063,0.0,0.0,0.00016469713025249106
0.32949176694756127,Serb,richest,1.0369186985420213,4.0,1.0,0,0,1,0,0,0,0,1,5.0,1.6474588347378063,0.0,0.0,0.00016469713025249106
0.32949176694756127,Serb,richest,0.9640151860974645,4.0,1.0,0,0,1,0,0,0,0,1,5.0,1.6474588347378063,0.0,0.0,0.00016469713025249106
2.0465128502013608,Serb,richer,0.5655625622553595,4.0,1.0,0,0,1,0,0,0,1,0,4.0,8.186051400805443,0.0,0.0,0.0003929033876357277
2.0465128502013608,Serb,richer,0.5655625622553595,4.0,1.0,0,0,1,0,0,0,1,0,4.0,8.186051400805443,0.0,0.0,0.0003929033876357277
2.0465128502013608,Serb,richest,0.828910591596141,4.0,1.0,0,0,1,0,0,0,0,1,5.0,10.232564251006803,0.0,0.0,0.001022953613000754
0.32949176694756127,Serb,richer,0.45084011763702436,4.0,1.0,0,0,1,0,0,0,1,0,4.0,1.317967067790245,0.0,0.0,6.325805939554244e-05
0.32949176694756127,Serb,richer,0.5630788788353596,4.0,1.0,0,0,1,0,0,0,1,0,4.0,1.317967067790245,0.0,0.0,6.325805939554244e-05
0.46481874265816675,Serb,richest,0.9852147464780869,5.0,1.0,0,0,1,0,0,0,0,1,5.0,2.324093713290834,0.0,0.0,0.00023234059446333561
1.7988510615986957,Serb,richest,0.8059205547516408,5.0,1.0,0,0,1,0,0,0,0,1,5.0,8.994255307993479,0.0,0.0,0.0008991593639549208
1.7006359876308363,Serb,richest,0.8278392024542653,6.0,1.0,0,0,1,0,0,0,0,1,5.0,8.503179938154181,0.0,0.0,0.0008500663593560625
1.7006359876308363,Serb,richest,0.7454054087103684,6.0,1.0,0,0,1,0,0,0,0,1,5.0,8.503179938154181,0.0,0.0,0.0008500663593560625
1.7006359876308363,Serb,richest,1.035646510561822,6.0,1.0,0,0,1,0,0,0,0,1,5.0,8.503179938154181,0.0,0.0,0.0008500663593560625
0.23880595953080128,Serb,richer,0.5180937643583974,6.0,1.0,0,0,1,0,0,0,1,0,4.0,0.9552238381232051,0.0,0.0,4.584758433254911e-05
1.7006359876308363,Serb,richest,0.8390888306828711,6.0,1.0,0,0,1,0,0,0,0,1,5.0,8.503179938154181,0.0,0.0,0.0008500663593560625
1.7006359876308363,Serb,richest,0.9826711580038471,6.0,1.0,0,0,1,0,0,0,0,1,5.0,8.503179938154181,0.0,0.0,0.0008500663593560625
1.7006359876308363,Serb,richer,0.5906447134471251,6.0,1.0,0,0,1,0,0,0,1,0,4.0,6.802543950523345,0.0,0.0,0.0003264996066893218
3.7173832578007264,Roma,poorest,-1.2820120842458156,7.0,1.0,0,1,0,1,0,0,0,0,1.0,3.7173832578007264,-0.014173856907475536,-0.0,-0.0
0.26029849588857334,Serb,richest,0.9925959345155508,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
0.26029849588857334,Serb,richest,0.8938535486580221,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
0.26029849588857334,Serb,richest,0.6840740831386376,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
0.26029849588857334,Serb,richest,0.6840740831386376,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
3.7173832578007264,Serb,middle,0.35360667547703695,7.0,1.0,0,0,1,0,0,1,0,0,3.0,11.15214977340218,0.0,0.0,-0.0004307647929640615
0.26029849588857334,Serb,richest,0.8420379447944897,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
0.26029849588857334,Serb,richest,0.9223653260679802,7.0,1.0,0,0,1,0,0,0,0,1,5.0,1.3014924794428668,0.0,0.0,0.0001301107328994679
3.7173832578007264,Serb,richer,0.519137686439229,7.0,1.0,0,0,1,0,0,0,1,0,4.0,14.869533031202906,0.0,0.0,0.0007136883968192696
2.200883842817948,Serb,richest,0.770777070011745,8.0,1.0,0,0,1,0,0,0,0,1,5.0,11.00441921408974,0.0,0.0,0.0011001162678182467
2.200883842817948,Serb,richest,0.7521981639248938,8.0,1.0,0,0,1,0,0,0,0,1,5.0,11.00441921408974,0.0,0.0,0.0011001162678182467
2.200883842817948,Serb,richest,0.7521981639248938,8.0,1.0,0,0,1,0,0,0,0,1,5.0,11.00441921408974,0.0,0.0,0.0011001162678182467
0.341806105712268,Serb,richest,0.7160336338097736,8.0,1.0,0,0,1,0,0,0,0,1,5.0,1.7090305285613399,0.0,0.0,0.0001708524775447558
0.341806105712268,Serb,richer,0.5909408268284758,8.0,1.0,0,0,1,0,0,0,1,0,4.0,1.367224422849072,0.0,0.0,6.56222494941637e-05
0.341806105712268,Serb,richest,0.7844069936612168,8.0,1.0,0,0,1,0,0,0,0,1,5.0,1.7090305285613399,0.0,0.0,0.0001708524775447558
0.341806105712268,Serb,richest,0.7992978712722904,8.0,1.0,0,0,1,0,0,0,0,1,5.0,1.7090305285613399,0.0,0.0,0.0001708524775447558
0.341806105712268,Serb,richer,0.6609604354238365,8.0,1.0,0,0,1,0,0,0,1,0,4.0,1.367224422849072,0.0,0.0,6.56222494941637e-05
0.341806105712268,Serb,richest,0.7835646118577967,8.0,1.0,0,0,1,0,0,0,0,1,5.0,1.7090305285613399,0.0,0.0,0.0001708524775447558
0.341806105712268,Serb,richer,0.6454407441511418,8.0,1.0,0,0,1,0,0,0,1,0,4.0,1.367224422849072,0.0,0.0,6.56222494941637e-05
