sampling_weight_women,ethnicity,wealth_index,wealth_score,PSU,stratum,ethnicity_Etrangers(Non Congolais),ethnicity_Kongo,ethnicity_Mbetis,ethnicity_Mbosi,ethnicity_Sangha-Likouala,ethnicity_Tekes,wealth_poorest,wealth_poorer,wealth_middle,wealth_richer,wealth_richest,q_rank,wy,IF_0,IF_1,IF_2,IF_3,IF_4,IF_5
0.29430927600668555,Kongo,poorest,-0.6230153881139154,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.7445403514819936,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.7538222568873004,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.788716151114472,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.9195922425128482,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.8988408745114527,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.8988408745114527,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorest,-0.6905440466344195,7.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.29430927600668555,-0.0,-0.0,-0.0,-0.00010639003152213481,-0.0,-0.0
0.29430927600668555,Kongo,poorer,-0.3120459179832768,7.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.5886185520133711,-0.0,-0.0,-0.0,-5.867376082144752e-05,-0.0,-0.0
0.29430927600668555,Kongo,poorer,0.11068294107461563,7.0,2.0,0,1,0,0,0,0,0,1,0,0,0,2.0,0.5886185520133711,-0.0,-0.0,-0.0,-5.867376082144752e-05,-0.0,-0.0
